2026-04-22T15:24:34 | INSERT | {'key': 'app.py', 'node_id': 15}
2026-04-22T15:24:34 | INSERT | {'key': 'readme.md', 'node_id': 42}
2026-04-22T15:24:34 | INSERT | {'key': 'config.json', 'node_id': 30}
2026-04-22T15:24:34 | LOOKUP | {'key': 'file1.txt', 'path': [15, 37, 42], 'hop_count': 3}
2026-04-22T15:24:34 | LOOKUP | {'key': 'photo.jpg', 'path': [15], 'hop_count': 1}
2026-04-22T15:24:34 | LOOKUP | {'key': 'video.mp4', 'path': [15, 37, 42], 'hop_count': 3}
2026-04-22T15:24:34 | LOOKUP | {'key': 'music.mp3', 'path': [15, 30], 'hop_count': 2}
2026-04-22T15:24:34 | LOOKUP | {'key': 'doc.pdf', 'path': [15, 30], 'hop_count': 2}
2026-04-22T15:24:34 | LOOKUP | {'key': 'data.csv', 'path': [15], 'hop_count': 1}
2026-04-22T15:24:34 | LOOKUP | {'key': 'index.html', 'path': [15, 30], 'hop_count': 2}
2026-04-22T15:24:34 | LOOKUP | {'key': 'app.py', 'path': [15], 'hop_count': 1}
2026-04-22T15:24:34 | LOOKUP | {'key': 'readme.md', 'path': [15, 37], 'hop_count': 2}
2026-04-22T15:24:34 | LOOKUP | {'key': 'config.json', 'path': [15], 'hop_count': 1}
2026-04-22T15:24:34 | LEAVE | {'node_id': 15}
